32768
0111,0111,1111,1111,1011
0111,0111,1111,1111,1110
0111,0111,1111,1111,1111
0111,1010,0010,0010,0010
0111,1010,0010,0010,0011
0111,1010,0010,0010,0110
0111,1010,0010,0010,0111
0111,1010,0010,0010,1010
0111,1010,0010,0010,1011
0111,1010,0010,0010,1110
0111,1010,0010,0010,1111
0111,1010,0010,0011,0010
0111,1010,0010,0011,0011
0111,1010,0010,0011,0110
0111,1010,0010,0011,0111
0111,1010,0010,0011,1010
0111,1010,0010,0011,1011
0111,1010,0010,0011,1110
0111,1010,0010,0011,1111
0111,1010,0010,0110,0010
0111,1010,0010,0110,0011
0111,1010,0010,0110,0110
0111,1010,0010,0110,0111
0111,1010,0010,0110,1010
0111,1010,0010,0110,1011
0111,1010,0010,0110,1110
0111,1010,0010,0110,1111
0111,1010,0010,0111,0010
0111,1010,0010,0111,0011
0111,1010,0010,0111,0110
0111,1010,0010,0111,0111
0111,1010,0010,0111,1010
0111,1010,0010,0111,1011
0111,1010,0010,0111,1110
0111,1010,0010,0111,1111
0111,1010,0010,1010,0010
0111,1010,0010,1010,0011
0111,1010,0010,1010,0110
0111,1010,0010,1010,0111
0111,1010,0010,1010,1010
0111,1010,0010,1010,1011
0111,1010,0010,1010,1110
0111,1010,0010,1010,1111
0111,1010,0010,1011,0010
0111,1010,0010,1011,0011
0111,1010,0010,1011,0110
0111,1010,0010,1011,0111
0111,1010,0010,1011,1010
0111,1010,0010,1011,1011
0111,1010,0010,1011,1110
0111,1010,0010,1011,1111
0111,1010,0010,1110,0010
0111,1010,0010,1110,0011
0111,1010,0010,1110,0110
0111,1010,0010,1110,0111
0111,1010,0010,1110,1010
0111,1010,0010,1110,1011
0111,1010,0010,1110,1110
0111,1010,0010,1110,1111
0111,1010,0010,1111,0010
0111,1010,0010,1111,0011
0111,1010,0010,1111,0110
0111,1010,0010,1111,0111
0111,1010,0010,1111,1010
0111,1010,0010,1111,1011
0111,1010,0010,1111,1110
0111,1010,0010,1111,1111
0111,1010,0011,0010,0010
0111,1010,0011,0010,0011
0111,1010,0011,0010,0110
0111,1010,0011,0010,0111
0111,1010,0011,0010,1010
0111,1010,0011,0010,1011
0111,1010,0011,0010,1110
0111,1010,0011,0010,1111
0111,1010,0011,0011,0010
0111,1010,0011,0011,0011
0111,1010,0011,0011,0110
0111,1010,0011,0011,0111
0111,1010,0011,0011,1010
0111,1010,0011,0011,1011
0111,1010,0011,0011,1110
0111,1010,0011,0011,1111
0111,1010,0011,0110,0010
0111,1010,0011,0110,0011
0111,1010,0011,0110,0110
0111,1010,0011,0110,0111
0111,1010,0011,0110,1010
0111,1010,0011,0110,1011
0111,1010,0011,0110,1110
0111,1010,0011,0110,1111
0111,1010,0011,0111,0010
0111,1010,0011,0111,0011
0111,1010,0011,0111,0110
0111,1010,0011,0111,0111
0111,1010,0011,0111,1010
0111,1010,0011,0111,1011
0111,1010,0011,0111,1110
0111,1010,0011,0111,1111
0111,1010,0011,1010,0010
0111,1010,0011,1010,0011
0111,1010,0011,1010,0110
0111,1010,0011,1010,0111
0111,1010,0011,1010,1010
0111,1010,0011,1010,1011
0111,1010,0011,1010,1110
0111,1010,0011,1010,1111
0111,1010,0011,1011,0010
0111,1010,0011,1011,0011
0111,1010,0011,1011,0110
0111,1010,0011,1011,0111
0111,1010,0011,1011,1010
0111,1010,0011,1011,1011
0111,1010,0011,1011,1110
0111,1010,0011,1011,1111
0111,1010,0011,1110,0010
0111,1010,0011,1110,0011
0111,1010,0011,1110,0110
0111,1010,0011,1110,0111
0111,1010,0011,1110,1010
0111,1010,0011,1110,1011
0111,1010,0011,1110,1110
0111,1010,0011,1110,1111
0111,1010,0011,1111,0010
0111,1010,0011,1111,0011
0111,1010,0011,1111,0110
0111,1010,0011,1111,0111
0111,1010,0011,1111,1010
0111,1010,0011,1111,1011
0111,1010,0011,1111,1110
0111,1010,0011,1111,1111
0111,1010,0110,0010,0010
0111,1010,0110,0010,0011
0111,1010,0110,0010,0110
0111,1010,0110,0010,0111
0111,1010,0110,0010,1010
0111,1010,0110,0010,1011
0111,1010,0110,0010,1110
0111,1010,0110,0010,1111
0111,1010,0110,0011,0010
0111,1010,0110,0011,0011
0111,1010,0110,0011,0110
0111,1010,0110,0011,0111
0111,1010,0110,0011,1010
0111,1010,0110,0011,1011
0111,1010,0110,0011,1110
0111,1010,0110,0011,1111
0111,1010,0110,0110,0010
0111,1010,0110,0110,0011
0111,1010,0110,0110,0110
0111,1010,0110,0110,0111
0111,1010,0110,0110,1010
0111,1010,0110,0110,1011
0111,1010,0110,0110,1110
0111,1010,0110,0110,1111
0111,1010,0110,0111,0010
0111,1010,0110,0111,0011
0111,1010,0110,0111,0110
0111,1010,0110,0111,0111
0111,1010,0110,0111,1010
0111,1010,0110,0111,1011
0111,1010,0110,0111,1110
0111,1010,0110,0111,1111
0111,1010,0110,1010,0010
0111,1010,0110,1010,0011
0111,1010,0110,1010,0110
0111,1010,0110,1010,0111
0111,1010,0110,1010,1010
0111,1010,0110,1010,1011
0111,1010,0110,1010,1110
0111,1010,0110,1010,1111
0111,1010,0110,1011,0010
0111,1010,0110,1011,0011
0111,1010,0110,1011,0110
0111,1010,0110,1011,0111
0111,1010,0110,1011,1010
0111,1010,0110,1011,1011
0111,1010,0110,1011,1110
0111,1010,0110,1011,1111
0111,1010,0110,1110,0010
0111,1010,0110,1110,0011
0111,1010,0110,1110,0110
0111,1010,0110,1110,0111
0111,1010,0110,1110,1010
0111,1010,0110,1110,1011
0111,1010,0110,1110,1110
0111,1010,0110,1110,1111
0111,1010,0110,1111,0010
0111,1010,0110,1111,0011
0111,1010,0110,1111,0110
0111,1010,0110,1111,0111
0111,1010,0110,1111,1010
0111,1010,0110,1111,1011
0111,1010,0110,1111,1110
0111,1010,0110,1111,1111
0111,1010,0111,0010,0010
0111,1010,0111,0010,0011
0111,1010,0111,0010,0110
0111,1010,0111,0010,0111
0111,1010,0111,0010,1010
0111,1010,0111,0010,1011
0111,1010,0111,0010,1110
0111,1010,0111,0010,1111
0111,1010,0111,0011,0010
0111,1010,0111,0011,0011
0111,1010,0111,0011,0110
0111,1010,0111,0011,0111
0111,1010,0111,0011,1010
0111,1010,0111,0011,1011
0111,1010,0111,0011,1110
0111,1010,0111,0011,1111
0111,1010,0111,0110,0010
0111,1010,0111,0110,0011
0111,1010,0111,0110,0110
0111,1010,0111,0110,0111
0111,1010,0111,0110,1010
0111,1010,0111,0110,1011
0111,1010,0111,0110,1110
0111,1010,0111,0110,1111
0111,1010,0111,0111,0010
0111,1010,0111,0111,0011
0111,1010,0111,0111,0110
0111,1010,0111,0111,0111
0111,1010,0111,0111,1010
0111,1010,0111,0111,1011
0111,1010,0111,0111,1110
0111,1010,0111,0111,1111
0111,1010,0111,1010,0010
0111,1010,0111,1010,0011
0111,1010,0111,1010,0110
0111,1010,0111,1010,0111
0111,1010,0111,1010,1010
0111,1010,0111,1010,1011
0111,1010,0111,1010,1110
0111,1010,0111,1010,1111
0111,1010,0111,1011,0010
0111,1010,0111,1011,0011
0111,1010,0111,1011,0110
0111,1010,0111,1011,0111
0111,1010,0111,1011,1010
0111,1010,0111,1011,1011
0111,1010,0111,1011,1110
0111,1010,0111,1011,1111
0111,1010,0111,1110,0010
0111,1010,0111,1110,0011
0111,1010,0111,1110,0110
0111,1010,0111,1110,0111
0111,1010,0111,1110,1010
0111,1010,0111,1110,1011
0111,1010,0111,1110,1110
0111,1010,0111,1110,1111
0111,1010,0111,1111,0010
0111,1010,0111,1111,0011
0111,1010,0111,1111,0110
0111,1010,0111,1111,0111
0111,1010,0111,1111,1010
0111,1010,0111,1111,1011
0111,1010,0111,1111,1110
0111,1010,0111,1111,1111
0111,1010,1010,0010,0010
0111,1010,1010,0010,0011
0111,1010,1010,0010,0110
0111,1010,1010,0010,0111
0111,1010,1010,0010,1010
0111,1010,1010,0010,1011
0111,1010,1010,0010,1110
0111,1010,1010,0010,1111
0111,1010,1010,0011,0010
0111,1010,1010,0011,0011
0111,1010,1010,0011,0110
0111,1010,1010,0011,0111
0111,1010,1010,0011,1010
0111,1010,1010,0011,1011
0111,1010,1010,0011,1110
0111,1010,1010,0011,1111
0111,1010,1010,0110,0010
0111,1010,1010,0110,0011
0111,1010,1010,0110,0110
0111,1010,1010,0110,0111
0111,1010,1010,0110,1010
0111,1010,1010,0110,1011
0111,1010,1010,0110,1110
0111,1010,1010,0110,1111
0111,1010,1010,0111,0010
0111,1010,1010,0111,0011
0111,1010,1010,0111,0110
0111,1010,1010,0111,0111
0111,1010,1010,0111,1010
0111,1010,1010,0111,1011
0111,1010,1010,0111,1110
0111,1010,1010,0111,1111
0111,1010,1010,1010,0010
0111,1010,1010,1010,0011
0111,1010,1010,1010,0110
0111,1010,1010,1010,0111
0111,1010,1010,1010,1010
0111,1010,1010,1010,1011
0111,1010,1010,1010,1110
0111,1010,1010,1010,1111
0111,1010,1010,1011,0010
0111,1010,1010,1011,0011
0111,1010,1010,1011,0110
0111,1010,1010,1011,0111
0111,1010,1010,1011,1010
0111,1010,1010,1011,1011
0111,1010,1010,1011,1110
0111,1010,1010,1011,1111
0111,1010,1010,1110,0010
0111,1010,1010,1110,0011
0111,1010,1010,1110,0110
0111,1010,1010,1110,0111
0111,1010,1010,1110,1010
0111,1010,1010,1110,1011
0111,1010,1010,1110,1110
0111,1010,1010,1110,1111
0111,1010,1010,1111,0010
0111,1010,1010,1111,0011
0111,1010,1010,1111,0110
0111,1010,1010,1111,0111
0111,1010,1010,1111,1010
0111,1010,1010,1111,1011
0111,1010,1010,1111,1110
0111,1010,1010,1111,1111
0111,1010,1011,0010,0010
0111,1010,1011,0010,0011
0111,1010,1011,0010,0110
0111,1010,1011,0010,0111
0111,1010,1011,0010,1010
0111,1010,1011,0010,1011
0111,1010,1011,0010,1110
0111,1010,1011,0010,1111
0111,1010,1011,0011,0010
0111,1010,1011,0011,0011
0111,1010,1011,0011,0110
0111,1010,1011,0011,0111
0111,1010,1011,0011,1010
0111,1010,1011,0011,1011
0111,1010,1011,0011,1110
0111,1010,1011,0011,1111
0111,1010,1011,0110,0010
0111,1010,1011,0110,0011
0111,1010,1011,0110,0110
0111,1010,1011,0110,0111
0111,1010,1011,0110,1010
0111,1010,1011,0110,1011
0111,1010,1011,0110,1110
0111,1010,1011,0110,1111
0111,1010,1011,0111,0010
0111,1010,1011,0111,0011
0111,1010,1011,0111,0110
0111,1010,1011,0111,0111
0111,1010,1011,0111,1010
0111,1010,1011,0111,1011
0111,1010,1011,0111,1110
0111,1010,1011,0111,1111
0111,1010,1011,1010,0010
0111,1010,1011,1010,0011
0111,1010,1011,1010,0110
0111,1010,1011,1010,0111
0111,1010,1011,1010,1010
0111,1010,1011,1010,1011
0111,1010,1011,1010,1110
0111,1010,1011,1010,1111
0111,1010,1011,1011,0010
0111,1010,1011,1011,0011
0111,1010,1011,1011,0110
0111,1010,1011,1011,0111
0111,1010,1011,1011,1010
0111,1010,1011,1011,1011
0111,1010,1011,1011,1110
0111,1010,1011,1011,1111
0111,1010,1011,1110,0010
0111,1010,1011,1110,0011
0111,1010,1011,1110,0110
0111,1010,1011,1110,0111
0111,1010,1011,1110,1010
0111,1010,1011,1110,1011
0111,1010,1011,1110,1110
0111,1010,1011,1110,1111
0111,1010,1011,1111,0010
0111,1010,1011,1111,0011
0111,1010,1011,1111,0110
0111,1010,1011,1111,0111
0111,1010,1011,1111,1010
0111,1010,1011,1111,1011
0111,1010,1011,1111,1110
0111,1010,1011,1111,1111
0111,1010,1110,0010,0010
0111,1010,1110,0010,0011
0111,1010,1110,0010,0110
0111,1010,1110,0010,0111
0111,1010,1110,0010,1010
0111,1010,1110,0010,1011
0111,1010,1110,0010,1110
0111,1010,1110,0010,1111
0111,1010,1110,0011,0010
0111,1010,1110,0011,0011
0111,1010,1110,0011,0110
0111,1010,1110,0011,0111
0111,1010,1110,0011,1010
0111,1010,1110,0011,1011
0111,1010,1110,0011,1110
0111,1010,1110,0011,1111
0111,1010,1110,0110,0010
0111,1010,1110,0110,0011
0111,1010,1110,0110,0110
0111,1010,1110,0110,0111
0111,1010,1110,0110,1010
0111,1010,1110,0110,1011
0111,1010,1110,0110,1110
0111,1010,1110,0110,1111
0111,1010,1110,0111,0010
0111,1010,1110,0111,0011
0111,1010,1110,0111,0110
0111,1010,1110,0111,0111
0111,1010,1110,0111,1010
0111,1010,1110,0111,1011
0111,1010,1110,0111,1110
0111,1010,1110,0111,1111
0111,1010,1110,1010,0010
0111,1010,1110,1010,0011
0111,1010,1110,1010,0110
0111,1010,1110,1010,0111
0111,1010,1110,1010,1010
0111,1010,1110,1010,1011
0111,1010,1110,1010,1110
0111,1010,1110,1010,1111
0111,1010,1110,1011,0010
0111,1010,1110,1011,0011
0111,1010,1110,1011,0110
0111,1010,1110,1011,0111
0111,1010,1110,1011,1010
0111,1010,1110,1011,1011
0111,1010,1110,1011,1110
0111,1010,1110,1011,1111
0111,1010,1110,1110,0010
0111,1010,1110,1110,0011
0111,1010,1110,1110,0110
0111,1010,1110,1110,0111
0111,1010,1110,1110,1010
0111,1010,1110,1110,1011
0111,1010,1110,1110,1110
0111,1010,1110,1110,1111
0111,1010,1110,1111,0010
0111,1010,1110,1111,0011
0111,1010,1110,1111,0110
0111,1010,1110,1111,0111
0111,1010,1110,1111,1010
0111,1010,1110,1111,1011
0111,1010,1110,1111,1110
0111,1010,1110,1111,1111
0111,1010,1111,0010,0010
0111,1010,1111,0010,0011
0111,1010,1111,0010,0110
0111,1010,1111,0010,0111
0111,1010,1111,0010,1010
0111,1010,1111,0010,1011
0111,1010,1111,0010,1110
0111,1010,1111,0010,1111
0111,1010,1111,0011,0010
0111,1010,1111,0011,0011
0111,1010,1111,0011,0110
0111,1010,1111,0011,0111
0111,1010,1111,0011,1010
0111,1010,1111,0011,1011
0111,1010,1111,0011,1110
0111,1010,1111,0011,1111
0111,1010,1111,0110,0010
0111,1010,1111,0110,0011
0111,1010,1111,0110,0110
0111,1010,1111,0110,0111
0111,1010,1111,0110,1010
0111,1010,1111,0110,1011
0111,1010,1111,0110,1110
0111,1010,1111,0110,1111
0111,1010,1111,0111,0010
0111,1010,1111,0111,0011
0111,1010,1111,0111,0110
0111,1010,1111,0111,0111
0111,1010,1111,0111,1010
0111,1010,1111,0111,1011
0111,1010,1111,0111,1110
0111,1010,1111,0111,1111
0111,1010,1111,1010,0010
0111,1010,1111,1010,0011
0111,1010,1111,1010,0110
0111,1010,1111,1010,0111
0111,1010,1111,1010,1010
0111,1010,1111,1010,1011
0111,1010,1111,1010,1110
0111,1010,1111,1010,1111
0111,1010,1111,1011,0010
0111,1010,1111,1011,0011
0111,1010,1111,1011,0110
0111,1010,1111,1011,0111
0111,1010,1111,1011,1010
0111,1010,1111,1011,1011
0111,1010,1111,1011,1110
0111,1010,1111,1011,1111
0111,1010,1111,1110,0010
0111,1010,1111,1110,0011
0111,1010,1111,1110,0110
0111,1010,1111,1110,0111
0111,1010,1111,1110,1010
0111,1010,1111,1110,1011
0111,1010,1111,1110,1110
0111,1010,1111,1110,1111
0111,1010,1111,1111,0010
0111,1010,1111,1111,0011
0111,1010,1111,1111,0110
0111,1010,1111,1111,0111
0111,1010,1111,1111,1010
0111,1010,1111,1111,1011
0111,1010,1111,1111,1110
0111,1010,1111,1111,1111
0111,1011,0010,0010,0010
0111,1011,0010,0010,0011
0111,1011,0010,0010,0110
0111,1011,0010,0010,0111
0111,1011,0010,0010,1010
0111,1011,0010,0010,1011
0111,1011,0010,0010,1110
0111,1011,0010,0010,1111
0111,1011,0010,0011,0010
0111,1011,0010,0011,0011
0111,1011,0010,0011,0110
0111,1011,0010,0011,0111
0111,1011,0010,0011,1010
0111,1011,0010,0011,1011
0111,1011,0010,0011,1110
0111,1011,0010,0011,1111
0111,1011,0010,0110,0010
0111,1011,0010,0110,0011
0111,1011,0010,0110,0110
0111,1011,0010,0110,0111
0111,1011,0010,0110,1010
0111,1011,0010,0110,1011
0111,1011,0010,0110,1110
0111,1011,0010,0110,1111
0111,1011,0010,0111,0010
0111,1011,0010,0111,0011
0111,1011,0010,0111,0110
0111,1011,0010,0111,0111
0111,1011,0010,0111,1010
0111,1011,0010,0111,1011
0111,1011,0010,0111,1110
0111,1011,0010,0111,1111
0111,1011,0010,1010,0010
0111,1011,0010,1010,0011
0111,1011,0010,1010,0110
0111,1011,0010,1010,0111
0111,1011,0010,1010,1010
0111,1011,0010,1010,1011
0111,1011,0010,1010,1110
0111,1011,0010,1010,1111
0111,1011,0010,1011,0010
0111,1011,0010,1011,0011
0111,1011,0010,1011,0110
0111,1011,0010,1011,0111
0111,1011,0010,1011,1010
0111,1011,0010,1011,1011
0111,1011,0010,1011,1110
0111,1011,0010,1011,1111
0111,1011,0010,1110,0010
0111,1011,0010,1110,0011
0111,1011,0010,1110,0110
0111,1011,0010,1110,0111
0111,1011,0010,1110,1010
0111,1011,0010,1110,1011
0111,1011,0010,1110,1110
0111,1011,0010,1110,1111
0111,1011,0010,1111,0010
0111,1011,0010,1111,0011
0111,1011,0010,1111,0110
0111,1011,0010,1111,0111
0111,1011,0010,1111,1010
0111,1011,0010,1111,1011
0111,1011,0010,1111,1110
0111,1011,0010,1111,1111
0111,1011,0011,0010,0010
0111,1011,0011,0010,0011
0111,1011,0011,0010,0110
0111,1011,0011,0010,0111
0111,1011,0011,0010,1010
0111,1011,0011,0010,1011
0111,1011,0011,0010,1110
0111,1011,0011,0010,1111
0111,1011,0011,0011,0010
0111,1011,0011,0011,0011
0111,1011,0011,0011,0110
0111,1011,0011,0011,0111
0111,1011,0011,0011,1010
0111,1011,0011,0011,1011
0111,1011,0011,0011,1110
0111,1011,0011,0011,1111
0111,1011,0011,0110,0010
0111,1011,0011,0110,0011
0111,1011,0011,0110,0110
0111,1011,0011,0110,0111
0111,1011,0011,0110,1010
0111,1011,0011,0110,1011
0111,1011,0011,0110,1110
0111,1011,0011,0110,1111
0111,1011,0011,0111,0010
0111,1011,0011,0111,0011
0111,1011,0011,0111,0110
0111,1011,0011,0111,0111
0111,1011,0011,0111,1010
0111,1011,0011,0111,1011
0111,1011,0011,0111,1110
0111,1011,0011,0111,1111
0111,1011,0011,1010,0010
0111,1011,0011,1010,0011
0111,1011,0011,1010,0110
0111,1011,0011,1010,0111
0111,1011,0011,1010,1010
0111,1011,0011,1010,1011
0111,1011,0011,1010,1110
0111,1011,0011,1010,1111
0111,1011,0011,1011,0010
0111,1011,0011,1011,0011
0111,1011,0011,1011,0110
0111,1011,0011,1011,0111
0111,1011,0011,1011,1010
0111,1011,0011,1011,1011
0111,1011,0011,1011,1110
0111,1011,0011,1011,1111
0111,1011,0011,1110,0010
0111,1011,0011,1110,0011
0111,1011,0011,1110,0110
0111,1011,0011,1110,0111
0111,1011,0011,1110,1010
0111,1011,0011,1110,1011
0111,1011,0011,1110,1110
0111,1011,0011,1110,1111
0111,1011,0011,1111,0010
0111,1011,0011,1111,0011
0111,1011,0011,1111,0110
0111,1011,0011,1111,0111
0111,1011,0011,1111,1010
0111,1011,0011,1111,1011
0111,1011,0011,1111,1110
0111,1011,0011,1111,1111
0111,1011,0110,0010,0010
0111,1011,0110,0010,0011
0111,1011,0110,0010,0110
0111,1011,0110,0010,0111
0111,1011,0110,0010,1010
0111,1011,0110,0010,1011
0111,1011,0110,0010,1110
0111,1011,0110,0010,1111
0111,1011,0110,0011,0010
0111,1011,0110,0011,0011
0111,1011,0110,0011,0110
0111,1011,0110,0011,0111
0111,1011,0110,0011,1010
0111,1011,0110,0011,1011
0111,1011,0110,0011,1110
0111,1011,0110,0011,1111
0111,1011,0110,0110,0010
0111,1011,0110,0110,0011
0111,1011,0110,0110,0110
0111,1011,0110,0110,0111
0111,1011,0110,0110,1010
0111,1011,0110,0110,1011
0111,1011,0110,0110,1110
0111,1011,0110,0110,1111
0111,1011,0110,0111,0010
0111,1011,0110,0111,0011
0111,1011,0110,0111,0110
0111,1011,0110,0111,0111
0111,1011,0110,0111,1010
0111,1011,0110,0111,1011
0111,1011,0110,0111,1110
0111,1011,0110,0111,1111
0111,1011,0110,1010,0010
0111,1011,0110,1010,0011
0111,1011,0110,1010,0110
0111,1011,0110,1010,0111
0111,1011,0110,1010,1010
0111,1011,0110,1010,1011
0111,1011,0110,1010,1110
0111,1011,0110,1010,1111
0111,1011,0110,1011,0010
0111,1011,0110,1011,0011
0111,1011,0110,1011,0110
0111,1011,0110,1011,0111
0111,1011,0110,1011,1010
0111,1011,0110,1011,1011
0111,1011,0110,1011,1110
0111,1011,0110,1011,1111
0111,1011,0110,1110,0010
0111,1011,0110,1110,0011
0111,1011,0110,1110,0110
0111,1011,0110,1110,0111
0111,1011,0110,1110,1010
0111,1011,0110,1110,1011
0111,1011,0110,1110,1110
0111,1011,0110,1110,1111
0111,1011,0110,1111,0010
0111,1011,0110,1111,0011
0111,1011,0110,1111,0110
0111,1011,0110,1111,0111
0111,1011,0110,1111,1010
0111,1011,0110,1111,1011
0111,1011,0110,1111,1110
0111,1011,0110,1111,1111
0111,1011,0111,0010,0010
0111,1011,0111,0010,0011
0111,1011,0111,0010,0110
0111,1011,0111,0010,0111
0111,1011,0111,0010,1010
0111,1011,0111,0010,1011
0111,1011,0111,0010,1110
0111,1011,0111,0010,1111
0111,1011,0111,0011,0010
0111,1011,0111,0011,0011
0111,1011,0111,0011,0110
0111,1011,0111,0011,0111
0111,1011,0111,0011,1010
0111,1011,0111,0011,1011
0111,1011,0111,0011,1110
0111,1011,0111,0011,1111
0111,1011,0111,0110,0010
0111,1011,0111,0110,0011
0111,1011,0111,0110,0110
0111,1011,0111,0110,0111
0111,1011,0111,0110,1010
0111,1011,0111,0110,1011
0111,1011,0111,0110,1110
0111,1011,0111,0110,1111
0111,1011,0111,0111,0010
0111,1011,0111,0111,0011
0111,1011,0111,0111,0110
0111,1011,0111,0111,0111
0111,1011,0111,0111,1010
0111,1011,0111,0111,1011
0111,1011,0111,0111,1110
0111,1011,0111,0111,1111
0111,1011,0111,1010,0010
0111,1011,0111,1010,0011
0111,1011,0111,1010,0110
0111,1011,0111,1010,0111
0111,1011,0111,1010,1010
0111,1011,0111,1010,1011
0111,1011,0111,1010,1110
0111,1011,0111,1010,1111
0111,1011,0111,1011,0010
0111,1011,0111,1011,0011
0111,1011,0111,1011,0110
0111,1011,0111,1011,0111
0111,1011,0111,1011,1010
0111,1011,0111,1011,1011
0111,1011,0111,1011,1110
0111,1011,0111,1011,1111
0111,1011,0111,1110,0010
0111,1011,0111,1110,0011
0111,1011,0111,1110,0110
0111,1011,0111,1110,0111
0111,1011,0111,1110,1010
0111,1011,0111,1110,1011
0111,1011,0111,1110,1110
0111,1011,0111,1110,1111
0111,1011,0111,1111,0010
0111,1011,0111,1111,0011
0111,1011,0111,1111,0110
0111,1011,0111,1111,0111
0111,1011,0111,1111,1010
0111,1011,0111,1111,1011
0111,1011,0111,1111,1110
0111,1011,0111,1111,1111
0111,1011,1010,0010,0010
0111,1011,1010,0010,0011
0111,1011,1010,0010,0110
0111,1011,1010,0010,0111
0111,1011,1010,0010,1010
0111,1011,1010,0010,1011
0111,1011,1010,0010,1110
0111,1011,1010,0010,1111
0111,1011,1010,0011,0010
0111,1011,1010,0011,0011
0111,1011,1010,0011,0110
0111,1011,1010,0011,0111
0111,1011,1010,0011,1010
0111,1011,1010,0011,1011
0111,1011,1010,0011,1110
0111,1011,1010,0011,1111
0111,1011,1010,0110,0010
0111,1011,1010,0110,0011
0111,1011,1010,0110,0110
0111,1011,1010,0110,0111
0111,1011,1010,0110,1010
0111,1011,1010,0110,1011
0111,1011,1010,0110,1110
0111,1011,1010,0110,1111
0111,1011,1010,0111,0010
0111,1011,1010,0111,0011
0111,1011,1010,0111,0110
0111,1011,1010,0111,0111
0111,1011,1010,0111,1010
0111,1011,1010,0111,1011
0111,1011,1010,0111,1110
0111,1011,1010,0111,1111
0111,1011,1010,1010,0010
0111,1011,1010,1010,0011
0111,1011,1010,1010,0110
0111,1011,1010,1010,0111
0111,1011,1010,1010,1010
0111,1011,1010,1010,1011
0111,1011,1010,1010,1110
0111,1011,1010,1010,1111
0111,1011,1010,1011,0010
0111,1011,1010,1011,0011
0111,1011,1010,1011,0110
0111,1011,1010,1011,0111
0111,1011,1010,1011,1010
0111,1011,1010,1011,1011
0111,1011,1010,1011,1110
0111,1011,1010,1011,1111
0111,1011,1010,1110,0010
0111,1011,1010,1110,0011
0111,1011,1010,1110,0110
0111,1011,1010,1110,0111
0111,1011,1010,1110,1010
0111,1011,1010,1110,1011
0111,1011,1010,1110,1110
0111,1011,1010,1110,1111
0111,1011,1010,1111,0010
0111,1011,1010,1111,0011
0111,1011,1010,1111,0110
0111,1011,1010,1111,0111
0111,1011,1010,1111,1010
0111,1011,1010,1111,1011
0111,1011,1010,1111,1110
0111,1011,1010,1111,1111
0111,1011,1011,0010,0010
0111,1011,1011,0010,0011
0111,1011,1011,0010,0110
0111,1011,1011,0010,0111
0111,1011,1011,0010,1010
0111,1011,1011,0010,1011
0111,1011,1011,0010,1110
0111,1011,1011,0010,1111
0111,1011,1011,0011,0010
0111,1011,1011,0011,0011
0111,1011,1011,0011,0110
0111,1011,1011,0011,0111
0111,1011,1011,0011,1010
0111,1011,1011,0011,1011
0111,1011,1011,0011,1110
0111,1011,1011,0011,1111
0111,1011,1011,0110,0010
0111,1011,1011,0110,0011
0111,1011,1011,0110,0110
0111,1011,1011,0110,0111
0111,1011,1011,0110,1010
0111,1011,1011,0110,1011
0111,1011,1011,0110,1110
0111,1011,1011,0110,1111
0111,1011,1011,0111,0010
0111,1011,1011,0111,0011
0111,1011,1011,0111,0110
0111,1011,1011,0111,0111
0111,1011,1011,0111,1010
0111,1011,1011,0111,1011
0111,1011,1011,0111,1110
0111,1011,1011,0111,1111
0111,1011,1011,1010,0010
0111,1011,1011,1010,0011
0111,1011,1011,1010,0110
0111,1011,1011,1010,0111
0111,1011,1011,1010,1010
0111,1011,1011,1010,1011
0111,1011,1011,1010,1110
0111,1011,1011,1010,1111
0111,1011,1011,1011,0010
0111,1011,1011,1011,0011
0111,1011,1011,1011,0110
0111,1011,1011,1011,0111
0111,1011,1011,1011,1010
0111,1011,1011,1011,1011
0111,1011,1011,1011,1110
0111,1011,1011,1011,1111
0111,1011,1011,1110,0010
0111,1011,1011,1110,0011
0111,1011,1011,1110,0110
0111,1011,1011,1110,0111
0111,1011,1011,1110,1010
0111,1011,1011,1110,1011
0111,1011,1011,1110,1110
0111,1011,1011,1110,1111
0111,1011,1011,1111,0010
0111,1011,1011,1111,0011
0111,1011,1011,1111,0110
0111,1011,1011,1111,0111
0111,1011,1011,1111,1010
0111,1011,1011,1111,1011
0111,1011,1011,1111,1110
0111,1011,1011,1111,1111
0111,1011,1110,0010,0010
0111,1011,1110,0010,0011
0111,1011,1110,0010,0110
0111,1011,1110,0010,0111
0111,1011,1110,0010,1010
0111,1011,1110,0010,1011
0111,1011,1110,0010,1110
0111,1011,1110,0010,1111
0111,1011,1110,0011,0010
0111,1011,1110,0011,0011
0111,1011,1110,0011,0110
0111,1011,1110,0011,0111
0111,1011,1110,0011,1010
0111,1011,1110,0011,1011
0111,1011,1110,0011,1110
0111,1011,1110,0011,1111
0111,1011,1110,0110,0010
0111,1011,1110,0110,0011
0111,1011,1110,0110,0110
0111,1011,1110,0110,0111
0111,1011,1110,0110,1010
0111,1011,1110,0110,1011
0111,1011,1110,0110,1110
0111,1011,1110,0110,1111
0111,1011,1110,0111,0010
0111,1011,1110,0111,0011
0111,1011,1110,0111,0110
0111,1011,1110,0111,0111
0111,1011,1110,0111,1010
0111,1011,1110,0111,1011
0111,1011,1110,0111,1110
0111,1011,1110,0111,1111
0111,1011,1110,1010,0010
0111,1011,1110,1010,0011
